Date,PRECTOTCORR,WS2M,T2M_RANGE,T2M_MAX,T2M_MIN,PS,ALLSKY_SFC_SW_DWN,RH2M,T2MDEW,RainStatus
8/14/1989,2.87,1.74,5.24,29.01,23.77,100.78,18.79,88.33,23.86,1
8/15/1989,4.95,1.59,6.97,30.22,23.25,100.73,18.21,84.37,23.48,1
8/16/1989,0.61,1.9,7.76,31.32,23.56,100.68,19.16,82.79,23.69,1
8/17/1989,4.47,1.8,8.56,31.9,23.34,100.64,22.81,83.83,24.1,1
8/18/1989,12.93,2.42,7.56,31.01,23.45,100.58,20.05,85.72,24.17,1
8/19/1989,32.36,2.43,5.23,29.09,23.86,100.59,17.45,89.42,24.09,1
8/20/1989,4.86,3.06,6.34,30.13,23.79,100.59,17.43,86.16,23.75,1
8/21/1989,3.92,2.16,5.55,28.85,23.3,100.61,16.16,88.49,23.7,1
8/22/1989,15.27,2.03,6.98,30.21,23.23,100.54,17.86,87.99,24.13,1
8/23/1989,23.35,2.94,5.16,29.15,23.99,100.47,15.08,88.55,24.16,1
8/24/1989,22.74,2.7,7.06,30.47,23.41,100.35,16.67,88.18,24.34,1
8/25/1989,8.24,2.77,6.44,30.5,24.06,100.43,15.42,88.49,24.65,1
8/26/1989,4.21,2.29,5.77,29.83,24.06,100.6,20.59,87.21,24.22,1
8/27/1989,3.28,2.56,6.5,30.25,23.75,100.48,19.72,89.29,24.77,1
8/28/1989,19.26,2.61,4.95,29.49,24.54,100.47,21.25,89.7,24.77,1
8/29/1989,6.9,2.42,5.78,29.81,24.03,100.59,19.96,89.3,24.61,1
8/30/1989,1.03,1.76,6.47,30.27,23.8,100.73,21.04,87.74,24.57,1
8/31/1989,1.48,0.62,6.73,30.74,24.01,100.66,23.47,83.67,23.9,1
9/1/1989,1.14,1.45,6.36,30.52,24.16,100.6,17.81,85.49,24.14,1
9/2/1989,3,2.2,6.86,30.97,24.11,100.63,17.79,86.2,24.42,1
9/3/1989,2.83,2.57,5.58,29.46,23.88,100.72,20.57,90.14,24.56,1
9/4/1989,11.76,2.62,6.71,30.05,23.34,100.69,20.59,88.32,24.15,1
9/5/1989,3.52,3.29,5.92,29.54,23.62,100.61,19.92,88.06,23.84,1
9/6/1989,8.39,2.51,4.79,28.68,23.89,100.48,14.98,90.42,24.29,1
9/7/1989,16.6,2.88,4.6,28.74,24.14,100.37,13.61,91.46,24.53,1
9/8/1989,2.98,2.7,5.61,29.19,23.58,100.37,16.9,89.21,24.15,1
9/9/1989,4.51,2.23,7.39,31.05,23.66,100.46,18.31,87.59,24.78,1
9/10/1989,7.11,2.12,5.4,29.53,24.13,100.56,22.39,90.05,24.82,1
9/11/1989,15.23,1.96,4.97,28.78,23.81,100.62,14.34,90.04,24.15,1
9/12/1989,6.2,2.18,5.29,29.09,23.8,100.48,17.24,89.85,24.4,1
9/13/1989,31.74,2.36,5.48,29.58,24.1,100.45,14.78,90.61,24.69,1
9/14/1989,3.6,1.57,4.8,28.34,23.54,100.53,13.25,89.2,24.02,1
9/15/1989,6.62,1.44,5.62,29.38,23.76,100.5,20.36,89.32,24.35,1
9/16/1989,2.05,1.92,5.17,29.4,24.23,100.52,17.09,88.79,24.49,1
9/17/1989,3.78,1.99,6.54,30.62,24.08,100.64,16.04,87.39,24.71,1
9/18/1989,3.66,1.5,5.3,29.57,24.27,100.69,21.08,89.56,24.85,1
9/19/1989,1.14,1,6.28,30.37,24.09,100.74,17.43,84.17,24.29,1
9/20/1989,0.87,1,4.6,28.92,24.32,100.94,19.33,88.29,24.29,1
9/21/1989,5.28,1.2,8.3,31.98,23.68,100.89,22.09,78.11,23.21,1
9/22/1989,1.95,1.1,6.68,30.72,24.04,100.79,20,83.51,24.26,1
9/23/1989,0.07,1.12,6.76,31.19,24.43,100.96,21.37,83.79,24.4,1
9/24/1989,0.16,1.08,6.41,30.17,23.76,100.97,22.33,85.67,24.15,1
9/25/1989,0.44,0.79,6.83,30.81,23.98,100.91,23.26,81.33,23.93,1
9/26/1989,0.53,0.63,6.63,30.99,24.36,100.92,23.11,82.09,24.11,1
9/27/1989,5.6,1.38,4.34,28.72,24.38,100.94,18.71,91.25,24.68,1
9/28/1989,2.11,1.68,3.85,27.96,24.11,100.86,19.69,90.93,24.03,1
9/29/1989,16.72,1.37,6.21,29.7,23.49,100.84,21.62,87.39,23.66,1
9/30/1989,6.85,2.17,6.78,30.08,23.3,100.85,16.86,88.36,24.04,1
10/1/1989,4.55,1.64,6.91,30.49,23.58,100.67,18.95,86.95,24.3,1
10/2/1989,2.35,2.01,3.88,28.13,24.25,100.54,17.94,92.91,24.8,1
10/3/1989,10.23,1.76,5.25,29.18,23.93,100.47,17.23,90.07,24.57,1
10/4/1989,6.48,0.86,6.19,30.17,23.98,100.57,16.16,85.87,24.15,1
10/5/1989,13.08,1.45,3.92,28.11,24.19,100.69,15.97,91.1,24.46,1
10/6/1989,30.35,1.9,6.37,30.04,23.67,100.75,19.72,88.28,24.46,1
10/7/1989,2.37,2.26,6.05,30.85,24.8,100.73,17.9,82.91,23.7,1
10/8/1989,5.53,0.95,7.64,30.81,23.17,100.79,20.94,81.77,23.53,1
10/9/1989,6.43,1.02,7.43,31,23.57,100.8,15.78,84.62,24.12,1
10/10/1989,1.48,1.06,7.11,31.19,24.08,100.68,19.13,85.26,24.54,1
10/11/1989,7.45,1.43,6.44,30.76,24.32,100.59,17.22,88.23,24.64,1
10/12/1989,28.71,1.64,5.69,29.69,24,100.6,14.51,88.86,24.42,1
10/13/1989,10.12,2.47,6.79,30.74,23.95,100.49,17.68,87.47,24.51,1
10/14/1989,29.93,2.7,3.72,28.12,24.4,100.68,15.07,93.51,24.73,1
10/15/1989,3.45,1.04,6.98,30.59,23.61,100.8,21.54,85.19,24.23,1
10/16/1989,5.89,1.28,3.06,27.2,24.14,100.83,20.18,92.63,24.21,1
10/17/1989,28.56,1.42,3.73,27.9,24.17,100.86,15.97,91.19,24.2,1
10/18/1989,10.9,1.74,4.24,27.9,23.66,100.92,17.58,91.38,24.06,1
10/19/1989,7.17,1.57,6.5,30.17,23.67,101.04,17.23,88.61,24.31,1
10/20/1989,1.86,1.86,6.19,29.58,23.39,101.06,23.34,84.88,23.33,1
10/21/1989,0,2.34,7.61,30.05,22.44,100.99,21.92,85.13,22.78,0
10/22/1989,0.08,1.57,9.58,30.14,20.56,100.97,23.55,81.64,21.58,1
10/23/1989,0.78,1.35,9.49,31.1,21.61,100.97,23.56,83.94,23.23,1
10/24/1989,0,1.64,6.52,30.45,23.93,100.98,21.85,82.03,23.44,0
10/25/1989,0.11,0.89,6.43,30.47,24.04,101,18.81,82.47,23.68,1
10/26/1989,2.3,1,8.15,31.48,23.33,100.95,21.85,80.85,23.47,1
10/27/1989,1.67,0.79,7.1,31.04,23.94,100.88,18.99,82.13,23.86,1
10/28/1989,3.37,1,7.17,31.05,23.88,100.81,19.65,85.78,24.51,1
10/29/1989,3.4,0.59,5.94,30.6,24.66,100.85,20.02,85.78,24.38,1
10/30/1989,7.11,1.56,6.52,30.12,23.6,100.91,21.4,84.34,23.58,1
10/31/1989,1.68,1.58,5.19,28.1,22.91,100.94,18.18,85.33,23.05,1
11/1/1989,1.72,1.9,6.28,29.85,23.57,100.92,14.08,86.03,23.56,1
11/2/1989,5.21,1.59,5.59,28.96,23.37,100.96,16.75,88.21,23.7,1
11/3/1989,3.07,1.76,5.52,28.9,23.38,100.94,18.06,89.67,24.01,1
11/4/1989,2.09,1.46,5.96,29.51,23.55,100.87,19.13,88.07,24.25,1
11/5/1989,8.9,1.13,6.83,30.58,23.75,100.87,16.64,86.35,24.31,1
11/6/1989,1.11,0.96,6.75,30.92,24.17,100.85,19.37,83.97,23.88,1
11/7/1989,8.33,1.65,8.56,31,22.44,100.85,23.21,86.16,23.97,1
11/8/1989,2.25,1.5,4.76,28.75,23.99,100.95,17.42,89.18,24.06,1
11/9/1989,0.76,1.25,8.01,31.18,23.17,100.89,20.66,83.21,23.83,1
11/10/1989,0.67,1.57,6.86,30.83,23.97,100.81,20.05,84.85,24.02,1
11/11/1989,0.73,1.82,7.76,30.77,23.01,100.74,20.2,86.28,24.05,1
11/12/1989,1.05,2.24,7.65,30.68,23.03,100.82,20.75,85.99,24,1
11/13/1989,0.96,1.64,7.14,31.02,23.88,100.86,20.72,84,24.27,1
11/14/1989,0,2.22,8.55,30.78,22.23,100.94,21.96,82.31,22.84,0
11/15/1989,0.21,2.45,8.98,30.79,21.81,100.97,22.1,82.52,22.99,1
11/16/1989,1.01,2.07,7.24,30.41,23.17,101.06,15.42,84.92,23.43,1
11/17/1989,0,2.74,9.07,29.59,20.52,101.09,21.3,83.31,21.57,0
11/18/1989,0.02,3,8.96,28.75,19.79,101.13,21.8,81.71,20.51,1
11/19/1989,0.11,2.83,8.98,28.58,19.6,101.21,21.38,82.15,20.38,1
11/20/1989,0.3,2.52,9.73,29.32,19.59,101.31,21.77,80.75,20.27,1
11/21/1989,0.07,2.61,9.5,28.84,19.34,101.29,22.07,78.76,19.51,1
11/22/1989,0.22,2.37,10.17,29.37,19.2,101.22,21.96,79.21,19.78,1
11/23/1989,0,2.13,8.8,29.17,20.37,101.18,20.51,78.25,19.8,0
11/24/1989,0.01,2.14,10.17,29.6,19.43,101.14,21.54,79.5,20.03,1
11/25/1989,0,2.27,10.66,30.41,19.75,101.27,20.88,79.65,20.68,0
11/26/1989,0.03,1.92,10.69,31.46,20.77,101.21,21.87,77.37,21.55,1
11/27/1989,0.67,0.65,7.5,30.93,23.43,101.14,19.32,78.11,22.71,1
11/28/1989,0.29,1.97,8.06,31.49,23.43,101.19,19.91,78.14,22.56,1
11/29/1989,0,4.05,8.02,29.74,21.72,101.44,16.33,72.75,19.84,0
11/30/1989,0,3.72,10.24,29.38,19.14,101.57,21.16,72.39,18.49,0
12/1/1989,0.05,3.65,10.36,29.78,19.42,101.58,21.45,70.85,18.17,1
12/2/1989,0.14,3.05,11.1,28.51,17.41,101.52,20.63,70.97,16.87,1
12/3/1989,0,1.96,12.06,28.92,16.86,101.4,21.73,68.46,16.17,0
12/4/1989,0,1.51,13.21,30.33,17.12,101.31,20.79,68.86,17.12,0
12/5/1989,0,0.9,11.62,30.36,18.74,101.27,19.92,66.32,17.77,0
12/6/1989,0,1.06,11.61,30.83,19.22,101.22,20.63,67.7,17.9,0
12/7/1989,0,1.17,12.89,31.07,18.18,101.15,21.18,67.53,17.82,0
12/8/1989,0,1.39,11.6,30.92,19.32,101.22,18.67,68.89,17.9,0
12/9/1989,0,2.17,12.02,30.93,18.91,101.22,20.57,68.2,17.88,0
12/10/1989,0,1.88,12.9,31.81,18.91,101.19,21.81,67.26,17.79,0
12/11/1989,0,1.81,11.44,31.81,20.37,101.17,21.35,69.78,19.75,0
12/12/1989,0,3.07,11.82,32.54,20.72,101.2,21.5,64.7,18.23,0
12/13/1989,0,3.57,12.39,31.93,19.54,101.26,21.35,63.06,17.16,0
12/14/1989,0,3.54,12.52,31.04,18.52,101.37,21.38,59.89,15.09,0
12/15/1989,0,2.89,13.76,30.68,16.92,101.38,21.71,60.72,14.82,0
12/16/1989,0,2.43,13.64,31.77,18.13,101.35,21.66,61.92,16.65,0
12/17/1989,0,2.91,12.43,32.32,19.89,101.28,21.27,61.61,17.18,0
12/18/1989,0,2.96,13.44,33.45,20.01,101.22,21.35,61.26,17.35,0
12/19/1989,0,2.79,13.29,33.87,20.58,101.18,21.36,58.2,16.93,0
12/20/1989,0,2.35,13.89,34.3,20.41,101.08,21.92,59.16,17.25,0
12/21/1989,0,1.96,13.47,34.39,20.92,100.95,21.37,64.19,19.43,0
12/22/1989,0,1.21,11.63,34.22,22.59,100.9,20.36,67.26,20.69,0
12/23/1989,0.11,1.3,11.65,34.87,23.22,100.84,20.79,66.59,20.98,1
12/24/1989,3.94,1.09,11.83,34.38,22.55,100.92,17.95,70.44,21.74,1
12/25/1989,0.02,1.36,11.53,35.33,23.8,100.93,19.94,66.65,21.3,1
12/26/1989,0.55,1.51,12.9,35.45,22.55,100.89,20.82,63.19,19.69,1
12/27/1989,0,1.17,13.02,34.64,21.62,100.96,19.02,65.36,19.69,0
12/28/1989,0,1.11,13.7,34.91,21.21,101.03,22.11,63.45,19.12,0
12/29/1989,0,1.19,14.96,35.65,20.69,101.05,20.99,62.41,18.75,0
12/30/1989,6.27,1.05,12.48,34.36,21.88,100.99,20.22,67.1,20.06,1
12/31/1989,0.93,1.22,12.72,34.55,21.83,100.84,20.18,66.77,20.02,1
1/1/1990,0,1.41,13.3,35.11,21.81,100.87,19.21,63.81,19.79,0
1/2/1990,0,1.86,13.62,34.79,21.17,100.93,20.71,63.8,19.36,0
1/3/1990,0.01,1.81,13.94,35.25,21.31,101.04,19.32,63.13,18.78,1
1/4/1990,0.01,1.53,13.07,34.89,21.82,101.11,20.87,61.4,18.31,1
1/5/1990,0,1.72,13.97,35.14,21.17,101.17,21.91,58.16,17.28,0
1/6/1990,0,1.58,14.85,35.49,20.64,101.15,17.87,58.64,17.36,0
1/7/1990,0,1.71,13.87,35.2,21.33,101.15,22.25,55.94,16.96,0
1/8/1990,0,1.08,13.71,35.52,21.81,101.12,21.38,55.79,17.73,0
1/9/1990,0,1.38,13.31,36.15,22.84,101.03,21.38,61.65,20.22,0
1/10/1990,0.06,1.85,11.96,35.83,23.87,100.9,21.43,61.79,20.47,1
1/11/1990,1.2,1.62,12.21,35.93,23.72,100.87,18.73,61.44,20.55,1
1/12/1990,1.39,1.63,12.41,36.23,23.82,100.9,18.13,62.36,20.8,1
1/13/1990,0.19,1.68,12.55,37.03,24.48,100.78,19.44,61.21,20.28,1
1/14/1990,0,1.43,14.39,37.13,22.74,100.69,19.76,58.87,19.48,0
1/15/1990,0,1.69,14.24,37.45,23.21,100.74,20.3,58.73,19.9,0
1/16/1990,0.09,2.32,13.58,37.06,23.48,100.8,21.16,57.92,19.29,1
1/17/1990,4.1,1.81,9.62,33.58,23.96,100.81,20.57,66.14,20.46,1
1/18/1990,0.11,1.22,12.37,34.39,22.02,100.81,21.13,63.65,19.63,1
1/19/1990,0.27,2.21,12.68,35.56,22.88,100.92,19.25,57.98,18.95,1
1/20/1990,0,2.15,12.83,36.76,23.93,100.96,17.53,50.97,17.14,0
1/21/1990,0,2.29,13.14,36.53,23.39,100.98,22.38,49.15,16.6,0
1/22/1990,0,2.54,13.12,37.28,24.16,100.97,22.49,46.24,15.61,0
1/23/1990,0,2.65,13.37,35.7,22.33,101.07,22.33,45.93,14.76,0
1/24/1990,0,2.7,13.24,34.59,21.35,101.1,22.94,42.95,13.04,0
1/25/1990,0.1,2.28,14.58,35.61,21.03,101.15,22.69,41.01,12.85,1
1/26/1990,0.61,1.9,13.02,35.48,22.46,101.19,22.11,47.46,15.14,1
1/27/1990,1.03,2.4,12.86,35.72,22.86,101.12,22.35,47.54,15.32,1
1/28/1990,3.71,2.05,12.91,34.75,21.84,101.14,21.26,50.06,15.47,1
1/29/1990,0,1.11,14.99,35.8,20.81,101.16,22.18,48.49,15.02,0
1/30/1990,0,1.29,15.12,36.4,21.28,101.16,20.3,52.24,16.57,0
1/31/1990,0,1.46,15.1,37.54,22.44,101.1,21.85,50.13,16.98,0
2/1/1990,0.04,2.15,13.88,36.86,22.98,101.1,18.14,47.88,15.47,1
2/2/1990,0,1.7,13.84,36.78,22.94,101.21,22.86,48.52,15.74,0
2/3/1990,0,1.7,14.4,37.78,23.38,101.2,23.37,44.57,15.15,0
2/4/1990,0,2.06,13.51,37.61,24.1,101.14,22.82,46.08,16,0
2/5/1990,0,2.06,14.4,37.79,23.39,101.17,22,50.22,17.14,0
2/6/1990,0,2.2,14.38,38.15,23.77,101.27,19.41,44.43,15.62,0
2/7/1990,0,2.25,10.55,35.39,24.84,101.39,23.51,43.39,15.14,0
2/8/1990,0,1.95,14.73,37.62,22.89,101.21,21.71,43.39,14.75,0
2/9/1990,0,1.84,13.62,37.02,23.4,101.2,21.16,48.49,15.92,0
2/10/1990,0,1.73,15.2,37.83,22.63,101.3,22.91,46.71,15.16,0
2/11/1990,0,2.31,14.09,37.31,23.22,101.29,22.47,51.06,17.46,0
2/12/1990,0,1.85,13.86,37.88,24.02,101.22,23.09,47.52,16.64,0
2/13/1990,0,1.63,14.68,37.62,22.94,101.14,23.23,48.64,16.9,0
2/14/1990,0,2.48,13.37,37.46,24.09,101.03,21.07,50.85,18.08,0
2/15/1990,0.2,2.46,13.97,37.62,23.65,100.94,19.78,49.92,17.97,1
2/16/1990,0,2.64,13.73,38.07,24.34,100.93,22.06,48.63,17.97,0
2/17/1990,0,2.71,13.33,38.2,24.87,100.92,22.57,48.9,18.47,0
2/18/1990,0,3.2,13.07,38.41,25.34,100.93,21.86,50.63,19.2,0
2/19/1990,0,3.15,12.71,38.32,25.61,100.98,22.72,50.45,19.13,0
2/20/1990,0.17,2.91,13.48,38.2,24.72,100.91,20.56,52.04,19.41,1
2/21/1990,0.06,2.98,13.1,38.74,25.64,100.8,22.82,49.12,18.75,1
2/22/1990,0.07,2.88,14.1,38.94,24.84,100.78,22.73,47.09,17.6,1
2/23/1990,0,2.86,13.8,38.91,25.11,100.76,24.15,47.33,17.86,0
2/24/1990,0,2.8,13.45,38.37,24.92,100.79,23.6,49.59,18.47,0
2/25/1990,0,2.91,13.46,38.65,25.19,100.75,21.85,49.15,18.74,0
2/26/1990,0.02,3.59,13.16,38.49,25.33,100.82,21.65,49.81,18.78,1
2/27/1990,0.01,3.01,13.65,38.38,24.73,100.89,22.37,46.94,17.6,1
2/28/1990,0.77,2.43,14.35,38.92,24.57,100.93,22.35,50.26,18.69,1
3/1/1990,3.26,2.63,12.66,37.97,25.31,100.92,20.68,53.3,19.73,1
3/2/1990,0,3.32,12.73,38.17,25.44,100.9,20.94,49.36,18.72,0
3/3/1990,0.02,2.19,8.76,34.21,25.45,100.94,18.65,56.86,19.54,1
3/4/1990,0.32,1.78,12.21,37.5,25.29,100.88,19.91,50.55,18.8,1
3/5/1990,0.04,2.83,13.57,38.45,24.88,100.87,20.45,47.15,17.73,1
3/6/1990,1.38,3.61,13.19,38.49,25.3,101,21.33,48.77,18.11,1
3/7/1990,0.91,1.65,11.79,36.9,25.11,101.21,19.85,55.1,19.76,1
3/8/1990,2.42,1.43,11.07,36.22,25.15,101.25,13.33,59.18,20.28,1
3/9/1990,0.38,2.89,8.9,34.79,25.89,101.36,18.22,57.95,19.59,1
3/10/1990,0,2.55,13.85,38.44,24.59,101.34,20.9,49.01,18.11,0
3/11/1990,0.23,1.86,13.76,39.4,25.64,101.17,21.17,48.77,19.34,1
3/12/1990,5.47,2.25,9.81,36.1,26.29,101.08,19.62,58.36,21.38,1
3/13/1990,0.07,2.15,11.62,37.26,25.64,101.07,21.84,55.25,20.35,1
3/14/1990,1.11,2.44,12.36,38.27,25.91,101.1,21.67,52.54,19.77,1
3/15/1990,2.38,2.23,12.58,37.93,25.35,101.12,19.04,53.9,19.89,1
3/16/1990,0.9,1.89,12.6,37.47,24.87,101.13,21.43,54.25,19.9,1
3/17/1990,0.07,2.39,12.67,38.93,26.26,101.13,21.58,45.71,17.14,1
3/18/1990,0.6,2.4,13.59,39.2,25.61,101.09,21.46,42.63,16.67,1
3/19/1990,2.52,1.9,11.94,37.67,25.73,101.01,22.83,49.1,18.46,1
3/20/1990,0,2.08,11.33,37.31,25.98,100.95,21.52,49.24,18.78,0
3/21/1990,0.53,2.41,11.32,37.47,26.15,100.97,19,50.19,19.37,1
3/22/1990,0.13,2.31,11.86,38.2,26.34,100.94,18.46,49.09,19.65,1
3/23/1990,0,2.45,9.35,37.23,27.88,100.88,20.86,49.87,20.03,0
3/24/1990,0,2.25,12.81,39.63,26.82,100.77,21.74,50.04,20.5,0
3/25/1990,0.21,3.2,12.15,39.79,27.64,100.71,19.98,51.92,21.22,1
3/26/1990,0.01,2.54,10.85,38.71,27.86,100.74,22.64,49.26,20.04,1
3/27/1990,0.15,3.32,12.65,39.42,26.77,100.82,23.13,49.15,19.82,1
3/28/1990,0,3.43,13.54,39.46,25.92,100.91,22.07,49.06,19.22,0
3/29/1990,0,2.36,14.53,40.29,25.76,100.84,22.72,47.23,19.27,0
3/30/1990,0.06,2.57,13.4,40.07,26.67,100.85,23.11,43.99,18.45,1
3/31/1990,1.85,2.79,12.95,40.08,27.13,100.76,22.98,46.41,19.57,1
4/1/1990,0,2.82,13.37,41.1,27.73,100.73,21.38,44.96,19.19,0
4/2/1990,0,3.24,13.62,41.31,27.69,100.68,23.68,45.19,19.53,0
4/3/1990,0.04,2.57,11.95,39.71,27.76,100.76,21.19,46.28,19.88,1
4/4/1990,0.69,2.25,8.81,37.68,28.87,100.78,18.46,50.92,20.57,1
4/5/1990,0,3.59,13.74,40.84,27.1,100.77,18.63,45.74,18.49,0
4/6/1990,0,1.92,10.94,37.93,26.99,100.76,24.3,46.35,18.72,0
4/7/1990,1.41,2.3,7.57,35.92,28.35,100.87,19.17,53.15,20.35,1
4/8/1990,0.95,2.52,9.04,35.46,26.42,100.74,17,61.67,21.54,1
4/9/1990,0.42,2.6,11.8,39.01,27.21,100.5,22.92,50.66,19.68,1
4/10/1990,0,2.81,15.54,40.87,25.33,100.37,23.27,48.73,19.4,0
4/11/1990,0,2.7,12.85,40.85,28,100.41,22.82,48.18,20.66,0
4/12/1990,0,2.93,13.44,41.42,27.98,100.43,22.62,47.74,20.75,0
4/13/1990,0.01,2.88,9.76,38.32,28.56,100.57,21.88,51.33,21.25,1
4/14/1990,0.06,3.08,10.58,39.56,28.98,100.57,22.36,48.88,20.76,1
4/15/1990,0.89,3.53,10.99,39.47,28.48,100.56,22.1,51.44,21.14,1
4/16/1990,0.9,3.54,11.35,39.06,27.71,100.58,23.32,55.78,21.61,1
4/17/1990,0.29,3.46,14.61,41.57,26.96,100.54,17.6,53.24,21.37,1
4/18/1990,2.4,3.74,11.51,38.97,27.46,100.59,19.63,57.52,22.18,1
4/19/1990,0.01,2.88,11.41,38.43,27.02,100.56,25.13,56.18,21.84,1
4/20/1990,0.14,2.64,12.36,39.09,26.73,100.56,18.59,55.01,21.73,1
4/21/1990,0,2.82,13.04,40.25,27.21,100.66,19.42,51.02,20.68,0
4/22/1990,0,2.71,14.54,41.29,26.75,100.62,17.13,52.18,21.57,0
4/23/1990,0,2.47,10.44,38.9,28.46,100.6,24.87,52.76,21.75,0
4/24/1990,0.19,2.89,8.32,36.8,28.48,100.69,19.68,55.08,21.62,1
4/25/1990,0.4,2.29,10.17,37.84,27.67,100.74,20.3,53.32,20.92,1
4/26/1990,1.68,2.13,11.27,38.86,27.59,100.76,19.27,52.68,21.24,1
4/27/1990,0.55,1.92,8.54,36.2,27.66,100.86,23.93,57.18,21.09,1
4/28/1990,2.36,1.44,11.53,38.47,26.94,100.77,19.15,55.35,21.24,1
4/29/1990,0.45,2.39,11.91,39.36,27.45,100.65,23.31,55.08,21.49,1
4/30/1990,1.54,2.19,9.72,37.31,27.59,100.61,19.97,57.37,21.87,1
5/1/1990,0.01,2.61,13.26,41.02,27.76,100.54,19.16,46.61,19.59,1
5/2/1990,0.76,2.47,12.37,40.57,28.2,100.53,22.61,49.74,21,1
5/3/1990,0,3.13,12.12,40.74,28.62,100.51,21.87,48.41,20.86,0
5/4/1990,1.24,1.95,12.27,40.77,28.5,100.53,23.98,47.35,20.5,1
5/5/1990,3,2.47,5.02,32.63,27.61,100.69,16.32,63.82,22.01,1
5/6/1990,0.01,1.52,12.56,39.28,26.72,100.73,15.45,52.35,20.85,1
5/7/1990,0.57,2.17,10.22,38.32,28.1,100.68,19.1,52.74,21.23,1
5/8/1990,3.63,1.97,8.51,36.62,28.11,100.56,24.54,58.02,22.11,1
5/9/1990,0.04,2.07,7.31,35.05,27.74,100.47,23.62,63.17,23.07,1
5/10/1990,0.02,1.65,8.08,35.91,27.83,100.48,21.32,58.76,22.18,1
5/11/1990,0.08,1.66,6.74,34.48,27.74,100.5,19.73,58.36,21.87,1
5/12/1990,0.48,1.14,8.45,36.05,27.6,100.4,21.3,55.07,21.32,1
5/13/1990,0.2,1.3,7.84,35.38,27.54,100.45,20.11,57.44,21.74,1
5/14/1990,0.01,2.51,9.42,36.48,27.06,100.47,19.96,57.15,21.71,1
5/15/1990,0.05,2.4,11.49,38.37,26.88,100.52,23.9,53.98,21.36,1
5/16/1990,0.26,3.09,11.26,38.75,27.49,100.4,25.54,51.41,20.42,1
5/17/1990,0.81,2.74,16.31,41.63,25.32,100.28,25.48,53.05,20.84,1
5/18/1990,2.38,3.03,8.72,36.53,27.81,100.46,24.56,63.23,23.38,1
5/19/1990,4.34,2.85,7.02,34.19,27.17,100.59,17.39,69.16,23.56,1
5/20/1990,19.75,2.13,6.39,32.48,26.09,100.63,16.26,79.75,24.65,1
5/21/1990,4.86,1.46,9.24,34.97,25.73,100.56,19.33,76.42,24.35,1
5/22/1990,0.71,1.96,5.73,32.19,26.46,100.61,21.22,76.67,24.21,1
5/23/1990,3.81,2.48,9.39,34.79,25.4,100.71,17.72,72.42,23.59,1
5/24/1990,2.57,1.94,8.01,33.83,25.82,100.84,23.28,75.7,23.74,1
5/25/1990,5.54,2,4.85,29.97,25.12,100.82,14.37,85.38,24.46,1
5/26/1990,9.58,1.91,6.87,31.87,25,100.76,17.93,82.02,24.22,1
5/27/1990,1.65,2.84,9.26,33.84,24.58,100.62,18.92,73.61,23.26,1
5/28/1990,13.47,3.2,7.09,32.7,25.61,100.59,22.15,77.82,24.07,1
5/29/1990,4.87,3.01,5.81,31.25,25.44,100.6,18.73,83.11,24.66,1
5/30/1990,2.87,2.91,6.39,32.06,25.67,100.58,18.66,81.17,24.46,1
5/31/1990,0.88,2.72,10.04,34.91,24.87,100.53,21.58,73.22,23.63,1
6/1/1990,3.08,2.93,7.46,33.2,25.74,100.54,24.21,75.52,24.06,1
6/2/1990,4.52,2.85,7.4,33.2,25.8,100.53,17.66,77.7,24.08,1
6/3/1990,0.66,2.73,7.24,32.79,25.55,100.61,17.65,76.57,23.92,1
6/4/1990,1.91,1.84,8.88,33.96,25.08,100.68,23.69,75.66,23.95,1
6/5/1990,3.14,1.18,9.63,34.98,25.35,100.64,20.72,70.26,23.35,1
6/6/1990,3.36,2.03,8.53,34.21,25.68,100.67,24.46,72.38,23.52,1
6/7/1990,1.73,2.18,9.24,34.69,25.45,100.72,18.48,70.53,23.23,1
6/8/1990,17.6,2.42,10.06,35.46,25.4,100.66,20.35,74.4,23.83,1
6/9/1990,24.71,3.08,5.24,30.65,25.41,100.62,18.98,86.38,24.9,1
6/10/1990,9.06,2.92,8.35,32.53,24.18,100.59,20.98,82.3,24.11,1
6/11/1990,18.7,3.19,4.73,29.61,24.88,100.72,18.93,87.63,24.5,1
6/12/1990,3.57,2.69,3.88,28.26,24.38,100.76,15.09,88.83,23.88,1
6/13/1990,1.15,2.63,8,31.67,23.67,100.63,14.54,82.89,23.75,1
6/14/1990,0.31,2.21,7.08,31.23,24.15,100.61,23.69,82.38,23.98,1
6/15/1990,11.48,3.07,5.15,29.89,24.74,100.62,10.19,86,24.18,1
6/16/1990,7.67,3.14,5.58,28.74,23.16,100.66,8.86,87.03,23.16,1
6/17/1990,3.02,2.93,6.89,30.16,23.27,100.66,16.07,83.91,23.06,1
6/18/1990,0.03,3.22,8.33,31.64,23.31,100.56,20.84,80.32,23.44,1
6/19/1990,2.13,3.02,8.49,32.76,24.27,100.48,22.7,80.72,24.31,1
6/20/1990,10.46,2.63,6.58,31.41,24.83,100.46,20.45,85.2,24.67,1
6/21/1990,30.67,2.46,3.99,29.46,25.47,100.4,20.42,90.12,25.17,1
6/22/1990,4,2.43,3.2,28.35,25.15,100.41,17.13,89.56,24.72,1
6/23/1990,5.12,2.42,4.03,29.01,24.98,100.44,21.97,89.92,24.98,1
